no,barcode,name,description,weight,width,lenght,height,price
495,2127654242,Chipotle Black Bean Salad,"A zesty salad with black beans, corn, and chipotle dressing.",13176,9391,27039,6318,3.29
496,1821944852,Portable Air Purifier,Compact air purifier to improve indoor air quality.,19743,48344,73406,87239,69.99
497,6530594647,Buttermilk Pancakes,Fluffy pancakes with buttermilk flavor.,9062,48548,96150,98141,3.99
498,4833044358,Classic Caesar Salad Kit,Everything you need for a fresh and delicious Caesar salad.,2878,28680,23559,27183,4.99
499,0360481922,Chicken Fajita Kit,All ingredients included for delicious chicken fajitas.,28036,48281,86461,45414,8.99
500,0292813287,Lemon Garlic Marinade,"A zesty marinade made with lemon juice and garlic, ideal for chicken or fish.",5156,4114,61367,75074,4.29
501,6778165758,Honey mustard chicken tenders,Golden crispy chicken tenders coated with honey mustard flavor.,12105,66454,107154,60240,7.99
502,7282453403,Body Wash,Moisturizing body wash with natural ingredients.,28828,53600,83580,44098,12.99
503,1383662592,Golf Putting Green,Indoor putting green for practicing your putting skills.,7054,9511,88813,13838,79.99
504,8588181185,Almond Flour Brownies,Deliciously rich brownies made with almond flour.,24315,63619,69097,8284,5.99
505,2529867828,Portable Pet Water Bottle,Travel-friendly water bottle for pets on the go.,11881,61571,93464,44900,18.99
506,7865446659,Ceramic Cookware Set,Durable and non-stick ceramic cookware for healthy cooking.,10094,7591,83719,19575,179.99
507,2203396709,Honey,"Pure and natural honey, great for sweetening.",7808,60939,43501,75622,5.49
508,8444322016,Herb Drying Rack,Mesh drying rack for preserving herbs and flowers.,13778,66319,30504,79459,22.99
509,8857271277,Pet Tracking Collar,GPS pet collar that helps locate your pet via smartphone app.,23534,36777,56808,27699,59.99
510,9752639690,Basic V-Neck T-Shirt,A staple v-neck t-shirt that pairs well with anything.,3698,44344,114584,66989,19.99
511,8842182230,Chickpea Snack Mix,"Crunchy, seasoned chickpeas for a wholesome snack.",23365,53010,110216,33406,3.49
512,5393247745,Trainers with Mesh Inserts,Comfortable trainers with mesh inserts for breathability.,13957,66459,13660,84017,69.99
513,0510350380,Caramel Sauce,Rich sauce for desserts and ice cream.,23529,1953,70735,3201,3.49
514,1816986305,Portable Phone Charger,High-capacity power bank for charging devices on the go.,15196,39685,79747,8795,29.99
515,5648212216,Air Fryer Oven,"Versatile air fryer that also roasts, bakes, and broils.",18070,50276,4756,26522,149.99
516,7281040393,Maple Almond Yogurt,Creamy yogurt made with maple and almond flavors.,20617,1259,62819,6967,1.89
517,6156246770,Organic Spinach,"Fresh organic spinach, great for salads or cooking.",10898,54246,61306,81083,2.99
518,9837666579,Ground Cinnamon,Freshly ground cinnamon spice for baking or seasoning.,29869,41374,57531,82662,1.99
519,8792354262,Honey Roasted Peanuts,"Crunchy peanuts coated in honey, perfect for snacking.",21599,35314,85793,61439,3.19
520,7289924363,Garlic Butter Shrimp,"Frozen shrimp sautéed in garlic butter, ready to thaw and serve over pasta or rice.",2298,12574,38153,37925,8.99
521,5110878676,Coconut Bowls Set,Handmade eco-friendly bowls made from real coconuts.,10334,44478,53530,27071,22.99
522,1398467960,Heart-Shaped Baking Molds,Love-themed molds for creating desserts and treats.,15440,45215,420,20863,10.99
523,7402505383,Chia Seed Pudding Mix,Mix to create a delicious chia seed pudding in just a few minutes.,13636,14308,96991,45272,4.19
524,9300099698,Sports Bottle,BPA-free sports bottle with flip-top lid.,13408,51594,73431,39102,15.99
525,3847608517,Art Supplies Organizer,Storage organizer for art supplies and tools.,9839,48052,84330,464,18.99
526,0104107715,Maple Pecan Granola,"Crunchy granola with maple syrup and pecans, great for breakfast or snacking.",17043,31917,9446,38908,4.49
527,7674668142,Portable Leaf Blower,Lightweight leaf blower for maintaining outdoor spaces.,14541,68265,104144,35236,149.99
528,6471336926,Honey Mustard Chicken Breasts,Marinated chicken breasts coated in a sweet honey mustard glaze.,5552,28215,90673,32834,8.99
529,3534003969,Maple Bacon Potato Chips,Savory potato chips with a hint of maple sweetness and crispy bacon flavor.,3502,28045,44767,82872,2.89
530,6202440074,Balsamic Vinegar,"Rich and tangy balsamic vinegar, perfect for dressings.",3524,60395,66846,79868,4.99
531,1002031362,Bicycle Lock,Heavy-duty bicycle lock for security.,14570,51951,19450,27402,29.99
532,9931649151,Solar Power Bank,Eco-friendly power bank that charges via sunlight.,21746,17254,77171,43786,39.99
533,6929467618,Self-Cleaning Water Bottle,Water bottle with built-in UV-C light for self-cleaning.,3598,22530,82655,66385,49.99
534,7041773000,Casual Cropped Sweater,A trendy cropped sweater perfect for a casual look.,12568,73584,54972,31747,39.99
535,0786894687,Self-Adhesive Wallpaper,Peel and stick wallpaper for easy home decor changes.,21226,13082,33386,93944,34.99
536,2034567668,Pasta Primavera,Frozen vegetable primavera for quick meals.,4293,15959,107644,44162,4.99
537,0078479592,Yoga Mat Carrier,Convenient carrier for transporting yoga mat.,17789,85133,79921,72708,12.99
538,2798767318,Peach Yogurt,Creamy peach-flavored yogurt with real fruit.,6554,23214,65078,45208,1.29
539,1817954059,Chili Beans in Sauce,Canned beans cooked in a savory chili sauce,27971,24307,100239,70669,1.79
540,5068853097,Bodyweight Resistance Bands,Set of resistance bands for strength training at home.,22289,36971,38554,1611,22.99
541,8883861345,Mediterranean Chickpea Bowl,"Chickpeas served with olives, feta, and hummus, a healthy meal.",6575,8171,57561,94800,6.49
542,3530783846,Banana Peanut Butter Smoothie,Frozen smoothie mix with bananas and peanut butter for a quick drink.,3441,61304,37066,1301,5.49
543,7427838483,Spicy Beef Taco Mix,Easy mix for making spicy beef tacos.,9342,25779,60365,34436,1.99
544,5205293144,Blackberry Compote,"Sweet blackberry compote, perfect for topping desserts.",13321,44334,85107,14004,5.29
545,4305539462,Adjustable Resistance Bands,Set of resistance bands for versatile strength training workouts.,12212,65144,41252,87073,39.99
546,1457084635,Spicy Thai Coconut Soup,"A ready-to-eat soup with coconut milk, spices, and vegetables.",1498,16774,35320,39784,3.99
547,2691368483,Maple Bacon Potato Chips,Savory potato chips with a hint of maple sweetness and crispy bacon flavor.,20357,11418,15665,16586,2.89
548,3078838366,Vegetable Pizza Rolls,"Frozen pizza rolls filled with vegetables and cheese, perfect for snacks.",15810,59921,6618,49527,6.49
549,2493190386,Cranberry Almond Cookies,Delicious cookies with cranberries and almonds in every bite.,4521,36579,21927,13479,4.29
550,8083214914,Folding Backpack Chair,Versatile chair that easily folds up for carrying.,15649,23766,4091,75849,49.99
551,4790923908,Samsung Galaxy Smartwatch,Stylish smartwatch with fitness tracking and notifications.,17400,30602,53815,58232,249.99
552,8631700762,Herbal Garden Starter Kit,Indoor gardening kit with herbs and pots.,14725,53431,38996,91304,24.99
553,2173674838,Solar Charger,Portable solar charger for outdoor adventures.,16147,36622,37323,90683,39.99
554,5344502761,Breathable Face Mask Set,Comfortable and reusable face masks in different styles.,2938,4469,97764,852,14.99
555,4170825012,Peanut Butter Cookies,Soft and chewy cookies made with creamy peanut butter.,29327,82326,61477,23320,3.49
556,7317906409,Honey mustard chicken tenders,Golden crispy chicken tenders coated with honey mustard flavor.,6004,22887,109662,56731,7.99
557,9748726592,Wi-Fi Enabled Smart Light Switch,Control your lights remotely with a smartphone app.,22071,2366,5358,31947,24.99
558,7459954195,Pet Safety Harness,Comfortable harness designed to keep pets safe in the car.,12625,65414,47690,80771,24.99
559,0376612363,Ice Cube Tray with Lid,Silicone tray for making ice cubes with a lid to prevent spills.,29710,83087,36449,59602,10.99
560,1679955020,Savory Quinoa Pudding,"A delicious savory quinoa pudding, great as a side dish.",19587,66208,69258,30327,2.99
561,1792077440,Teriyaki Chicken Bowl,Ready-to-eat chicken bowl with teriyaki sauce and rice.,1510,26362,117016,87018,6.49
562,6363654556,Comfort Flats,Everyday flats that combine comfort and style.,28010,72649,9648,65475,44.99
563,3262400882,USB Desk Fan,Compact USB fan for personal cooling.,13315,65555,66484,21044,14.99
564,5809714242,Oven-Baked Chicken Tenders,"Crispy and juicy chicken tenders, perfect for dipping.",16408,41069,32001,51994,6.99
565,5925178297,Savory Quinoa Pudding,"A delicious savory quinoa pudding, great as a side dish.",27106,78251,41873,94203,2.99
566,3479920322,Wireless Keyboard and Mouse Combo,Compact wireless set for easy computer usability.,24854,23466,13799,53771,34.99
567,5064807910,Pet Travel Bed,Portable bed for pets while traveling.,9245,18723,52823,41214,26.99
568,2138636755,Pumpkin Ice Cream,"Seasonal pumpkin ice cream, perfect for fall.",22485,32733,2832,53653,4.99
569,4884936515,Air Purifier,HEPA air purifier for clean indoor air.,21588,70625,43700,15910,129.99
570,9297502598,Adjustable Laptop Desk,Portable desk that can be adjusted for sitting or standing.,21202,27495,52603,24656,59.99
571,7306216023,Digital Stopwatch Timer,Accurate stopwatch for timing events and workouts.,21713,57343,52307,70426,12.99
572,4366868385,Coconut Almond Granola,"Crunchy granola made with oats, almonds, and coconut flakes.",13795,73076,81302,12841,4.99
573,3693475865,Children's Musical Instrument Set,Fun instruments to introduce kids to music.,1792,48488,44564,99382,39.99
574,3999325305,Protein Powder,High-quality whey protein powder for muscle recovery.,13080,65549,89885,22562,44.99
575,3160020584,Canned Coconut Milk,"Rich coconut milk, great for cooking and baking.",11532,64281,34035,26443,1.89
576,4204899161,Slingback Sandals,Chic slingback sandals for a relaxed summer vibe.,561,81558,104556,95666,29.99
577,0700299904,Quinoa & Black Bean Salad,A nutritious salad with quinoa and black beans,17248,30305,79241,26979,7.49
578,5279739472,Organic Whole Grain Oats,Whole grain oats that are perfect for breakfast or baking.,28905,3127,47185,29588,2.49
579,6139548659,Desk Lamp with USB Port,Modern desk lamp that features a built-in USB charging port.,22090,50714,33636,64265,29.99
580,0638515661,Self-Massaging Pillow,Comfortable pillow with built-in massage features.,7717,23088,54019,45010,49.99
581,1285904451,Coconut Cream Pie Mix,"Creamy, sweet pie mix to make the perfect coconut cream pie.",28092,15435,55977,59668,4.99
582,0563799471,Kids' Trampoline,Safe and fun trampoline for children.,16586,56022,44153,87645,139.99
583,2075501459,Electric Blanket,Extra soft electric blanket with adjustable heat settings.,12111,60700,105019,76019,59.99
584,1878818872,Nutty Granola Clusters,Crunchy granola clusters mixed with nuts and honey.,3401,45614,16539,47014,2.49
585,1732464391,Woven Storage Baskets,Stylish baskets for organizing various items in your home.,3347,82513,102248,31013,24.99
586,6170772042,Compact Refrigerator,Mini refrigerator ideal for small spaces.,11107,50425,4978,9292,199.99
587,9573600072,Electric Skillet,Versatile electric skillet for stir-frying and searing.,15411,18334,12847,2605,49.99
588,9826730424,Grass Fed Beef Patties,Juicy burger patties made with grass-fed beef,27535,75373,35486,87192,9.99
589,6944278243,Chipotle Seasoning Blend,A smoky blend of spices for grilling and roasting.,29517,66169,55174,51216,2.49
590,4104369233,Hiking Gaiters,Protective gaiters to keep dirt and debris out of shoes during hikes.,17151,13432,70161,91334,29.99
591,0023352647,Travel Mug,Stainless steel travel mug with spill-proof lid.,18087,56263,44030,22479,18.99
592,8794249326,Frozen Hash Browns,"Shredded potatoes, perfect for breakfasts.",11896,40227,112792,87983,2.99
593,0324668198,Lightweight Workout Tank,Breathable tank top perfect for workouts or casual wear.,24865,9595,54783,85446,29.99
594,9196780800,Cotton Quilted Throw Blanket,Cozy throw blanket perfect for adding warmth to your home.,8927,82394,81721,39347,39.99
595,6942644536,Gluten-Free Biscuits,Fluffy biscuits made without gluten,5407,18967,74323,19300,3.79
596,1796480118,Summer Tank Dress,"A lightweight tank dress, ideal for warm weather outings.",9411,85138,24868,85877,39.99
597,0097757403,Ripped Boyfriend Jeans,"Stylish ripped boyfriend jeans for a relaxed, effortlessly cool vibe.",7942,70555,51625,38083,54.99
598,4923803614,Herb Seasoned Rice,A flavorful rice side dish seasoned with herbs and spices.,10700,45692,53321,31697,2.99
599,4774436577,Blackberry Jam,Delicious homemade style blackberry jam.,21978,8279,66592,86841,4.29
600,7424118560,Insulated Lunch Box,Durable lunch box designed to keep food fresh and cool.,10,13586,20832,9464,24.99
601,7804971540,Faux Fur Coat,A luxurious faux fur coat that adds glamour to any outfit.,17692,52003,92655,7512,129.99
602,6285239681,Quinoa Salad,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",4200,44449,65362,70784,5.99
603,6998256655,Cushion Covers,Set of decorative cushion covers for home decor.,6820,46936,8634,14567,35
604,6875706601,Zesty Garlic Marinade,"A tangy marinade for meats and veggies, packed with garlic flavor.",25743,1367,50419,14495,4.49
605,3492415431,Ice Cream Scoop,Durable scoop for perfectly shaped ice cream servings.,29597,86499,18823,99003,12.99
606,2431838889,Coffee Maker,Single-serve coffee maker with a built-in grinder.,27539,19484,21306,1410,89.99
607,7884990563,Cheesy Broccoli Soup Mix,Just add water for a hearty cheese and broccoli soup in minutes.,29434,79405,55558,689,2.99
608,5840415316,Electric Heat Pad,Microwaveable heat pad for soothing muscle aches.,12400,12815,39235,8191,24.99
609,3557939375,Smart Thermos,Thermos that tracks your water intake and temperature.,18835,17743,29457,10922,39.99
610,0109110978,Self-Stirring Mug,Automated stirring for your drinks with just a press of a button.,844,77529,111046,5070,19.99
611,7905742377,Plant Watering Spikes,Automatic watering devices for potted plants.,10685,13797,98642,34406,12.99
612,3421426546,Warm Knit Beanie,Stay warm with this stylish knit beanie in various colors.,2671,75861,57295,4060,19.99
613,0234537582,Coconut Cashew Yogurt,"Creamy yogurt made with coconut and cashews, dairy-free.",13382,49389,29867,74076,1.99
614,6341700474,Chili Lime Shrimp,"Frozen shrimp seasoned with chili and lime, perfect for quick dinners.",6761,31404,119085,44884,8.99
615,8858124715,Coffee Making Kit,Complete set to brew coffee with different methods.,27719,81894,115843,44424,44.99
616,9485862350,Acoustic Guitar,Beginner-friendly acoustic guitar with natural finish.,6067,56704,72070,51598,199.99
617,7826080681,High-Quality Yoga Block,Foam yoga block for enhancing poses and stability.,6783,44908,37881,74509,12.99
618,2069926060,Cucumber,"Fresh and crunchy cucumbers, great for salads.",2703,84852,17525,4697,0.99
619,8419767506,Personal Blender with Travel Lid,Blender designed for smoothies and shakes on the go.,12912,5950,87340,54038,34.99
620,1312025565,Organic Black Beans,"Versatile canned black beans, ready to add to any dish.",21411,49333,83027,3137,1.29
621,0835570258,Savory Italian Herbs,A blend of dried Italian herbs for cooking.,11739,23090,20040,86291,2.99
622,4175626514,Mechanical Keyboard,High-performance mechanical keyboard with customizable RGB.,2842,87797,320,58038,99.99
623,9071939766,Butternut Squash Soup,"Creamy and delicious soup made with real butternut squash, ready to heat.",15394,9410,65532,5585,3.49
624,8849014643,Travel Pillow with Memory Foam,Ergonomically designed neck pillow for comfortable travel.,26244,76810,15749,48800,29.99
625,0677951299,Asian Stir-Fry Vegetables,Frozen mix of colorful stir-fry veggies.,12190,38210,29671,19312,2.99
626,8723805315,Pumpkin Waffles,Delicious waffles infused with pumpkin and spices.,24362,18347,34961,83285,4.49
627,3849195643,Ground Turkey,"Lean and versatile ground turkey, perfect for various dishes.",12128,1928,115304,93187,5.49
628,2843532140,Zucchini,"Fresh zucchini, versatile for grilling or sautéing.",21167,69108,84469,40446,0.79
629,1816599271,Organic Coconut Flakes,Unsweetened coconut flakes for baking and snacking.,1589,3827,41513,28064,3.49
630,1869863852,Coconut Milk Ice Cream,"Dairy-free ice cream made with coconut milk, creamy and delicious.",18335,72973,40309,81538,6.99
631,7038951793,Luxury Bathrobe,Soft and cozy bathrobe perfect for relaxing at home.,25566,28969,103816,92355,49.99
632,0376045922,Herb-Infused Olive Oil,Premium olive oil infused with herbs for enhanced flavor.,26661,85756,6423,68917,8.99
633,8869962989,Almond Flour Pancake Mix,Gluten-free pancake mix made with almond flour.,12376,54810,68663,35526,5.99
634,4851888104,Compact Digital Camera,High-resolution camera for stunning photos.,20965,22665,41525,52531,249.99
635,4895848361,Travel Hair Straightener,Compact hair straightener for travel.,11431,42968,11597,20586,29.99
636,0794529291,Smart Water Bottle,Water bottle that tracks your hydration levels.,24775,38783,117884,64304,39.99
637,8321044840,Outdoor String Lights,Fairy lights perfect for decorating patios and backyards.,784,45676,62527,27344,24.99
638,1101505451,Cat Scratching Post with Toys,Multi-level scratching post to keep your cat entertained.,29219,66701,48476,20932,44.99
639,1560681624,Caramel Sauce,Rich sauce for desserts and ice cream.,4945,27560,73088,76758,3.49
640,9809241925,Coconut Oil,Versatile organic coconut oil for cooking and baking.,16581,82708,70654,65126,6.49
641,2065877189,Tomato Paste,"Concentrated tomato paste, great for sauces.",21251,36296,37703,81514,1.29
642,1122312547,Paprika,Rich and sweet paprika spice for seasoning.,21284,83950,14329,47565,1.79
643,1646167872,Wireless Earbuds,True wireless earbuds with touch control.,9399,66733,79215,58604,69.99
644,6681042562,Tropical Fruit Bowl,A mix of tropical fruits for a refreshing snack or dessert.,10598,2327,91092,67692,4.99
645,8328620693,Smartphone Camera Lens Kit,Upgrade your phone photography with this lens kit that includes wide-angle and macro lenses.,29219,89682,92733,87742,19.99
646,8029289359,Microfiber Cleaning Cloth Set,Assorted cloths for cleaning electronics and delicate surfaces.,20100,84510,61934,83414,9.99
647,7481961611,Grass Fed Beef Patties,Juicy burger patties made with grass-fed beef,3167,44198,55045,84452,9.99
648,2807017223,Travel Mug,Stainless steel travel mug with spill-proof lid.,21450,20,107025,48955,18.99
649,4159116027,Dark Chocolate Bars,"Rich dark chocolate bars, perfect for a sweet treat.",12941,84212,114855,20424,2.99
650,5140637065,Cotton Pajama Set,Soft cotton pajama set for cozy nights in.,23018,89746,83053,13331,49.99
651,0848010426,Black Bean & Corn Salad,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts.",1472,60203,113771,70400,3.99
652,9617928264,Electric Kettle with Temperature Control,Electric kettle that offers precise temperature settings.,22256,8851,95879,33867,49.99
653,5615927291,Chocolate Coconut Granola,"Crunchy granola with chocolate and coconut, great for breakfast or snacks.",23583,71034,1092,15861,3.79
654,3547991684,Habanero Hot Sauce,Fiery hot sauce made with fresh habaneros and spices.,1911,42961,84871,89736,3.79
655,5071981068,Camera Lens Cleaning Kit,Complete cleaning kit for camera lenses.,15158,86199,67649,6848,14.99
656,8239138292,Honey BBQ Riblets,"Tender riblets coated in a honey barbecue glaze, perfect for grilling or baking.",29289,7389,99979,95457,12.99
657,0489805493,Garlic & Herb Goat Cheese,"Creamy goat cheese infused with herbs and garlic, perfect for spreading on crackers.",26057,59942,108139,68418,5.49
658,0058405941,Chocolate Chip Muffins,Fresh baked chocolate chip muffins for breakfast.,4705,43658,62153,20890,3.99
659,5639323981,Sriracha Honey Glaze,"A spicy glaze made with sriracha and honey, perfect for meats.",21536,7634,3629,49375,3.59
660,8667011878,Pasta Sauce Mix,Just add water for a quick pasta sauce.,1413,7609,13022,68768,1.29
661,6936124003,Heavy Duty Gardening Tool Set,Comprehensive tool set for gardening enthusiasts.,8496,45495,101136,69775,49.99
662,1531601049,Travel Mug with Leak-Proof Lid,Stainless steel travel mug that keeps drinks hot or cold.,25207,53149,81523,16163,24.99
663,6620274099,Set of Silicone Baking Molds,Flexible molds perfect for baking cakes and pastries.,20553,49124,6295,52993,15.99
664,6540267339,Chocolate Protein Powder,Rich chocolate protein powder for smoothies and baking.,7435,61008,14359,88914,24.99
665,5571964308,Wireless Music Receiver,Stream music from your device to any speaker wirelessly.,3856,27967,11800,606,19.99
666,0744844584,Vegan Tacos,Frozen vegan tacos filled with plant-based protein and spices.,27928,53424,35452,38418,7.49
667,2219257673,Smart Thermostat,Wi-Fi enabled thermostat for energy-saving temperature control.,12114,4038,57657,76404,149.99
668,0205853366,Apricot Jam,Sweet and tangy jam made from natural apricots.,25707,36245,84771,42969,4.29
669,4955522858,Electric Hot Pot,Compact electric pot for hot pot dining at home.,21607,47749,47467,18646,49.99
670,9174054651,Low-Fat Yogurt,"Creamy yogurt with probiotics, available in various flavors.",17581,52249,21934,39149,3.29
671,6692090490,Classic White T-Shirt,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,22280,44099,104272,73040,19.99
672,1888105186,Air Mattress,Inflatable air mattress for convenient sleeping.,16581,53538,110778,71549,49.99
673,8808638030,Smartwatch,Stylish smartwatch with fitness tracking features.,11193,24480,21351,54215,199.99
674,0630156867,Bird Feeder,Hanging bird feeder for backyard birds.,13907,16612,67612,36977,24.99
675,3853279368,Cranberry Lime Sparkling Water,Refreshing sparkling water infused with cranberry and lime flavors.,9575,22694,22674,44344,1.5
676,8945202706,Portable Camping Stove,Compact camp stove for outdoor cooking.,973,11251,48008,99993,49.99
677,0150021100,Maple Pecan Pancake Mix,"A fluffy pancake mix infused with maple and pecans, perfect for a hearty breakfast.",15111,57834,38492,36658,4.99
678,9434771420,Feta Cheese,"Tangy feta cheese, perfect for salads and sandwiches.",12827,28674,85574,56500,4.99
679,5586292300,Cotton Sweatpants,Soft and breathable cotton sweatpants perfect for lounging or workouts.,27232,77127,1741,28899,29.99
680,3199887384,Raspberry Vanilla Greek Yogurt,Creamy Greek yogurt infused with raspberry and vanilla flavors.,21893,50741,6285,33266,3.49
681,1909890987,Pepper Jack Cheese Sticks,"A spicy, flavorful cheese stick great for snacks or lunchboxes.",20447,65648,19416,48750,2.49
682,6345893595,Bamboo Memory Foam Pillow,Ergonomically designed pillow with breathable bamboo cover.,27942,23757,100402,31315,34.99
683,5532837430,Two-Tier Fruit Basket,Stylish fruit basket for kitchen or dining room.,20931,537,73398,40947,29.99
684,4726301179,LED Desk Light,Adjustable LED desk light with brightness settings.,5863,73380,11350,20384,34.99
685,9095022455,Cajun Seasoning,Spicy seasoning mix for all your favorite dishes.,29186,52747,8374,71770,1.99
686,0553234757,Wireless Smart Plug,Control home appliances remotely using your smartphone app.,21756,12734,96104,59851,19.99
687,7349233612,Overnight Hiking Backpack,Durable backpack with ample storage for outdoor adventures.,24270,39685,107456,32400,79.99
688,7408279199,Induction Cooktop,Portable induction cooktop for quick heating.,3450,68697,23913,91178,89.99
689,1923286579,Fitness Resistance Bands Set,Variety of bands suitable for all fitness levels.,3248,6262,2380,60120,34.99
690,5366218497,Interactive Plush Toy,"Soft, cuddly toy that interacts with children.",19312,33386,96507,47331,34.99
691,1341017699,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,21122,12642,74741,76529,129.99
692,7647247190,Ricotta Cheese,"Creamy ricotta cheese, great for cooking or making desserts.",6503,23183,24873,18583,4.99
693,7302079994,Tortilla Chips,"Crispy tortilla chips, perfect for dipping.",1077,19219,42702,87698,2.99
694,9077993231,Handheld Garment Steamer,Quick and easy way to remove wrinkles from clothes.,4749,37012,24766,37667,34.99
695,7126955561,Baby Monitor,Video baby monitor with night vision.,11707,54339,58222,37192,79.99
696,3518286382,Smartphone Tripod with Bluetooth Remote,Tripod with wireless remote for effortless photo-taking.,11668,26141,38242,7683,29.99
697,0407552286,Deluxe First Aid Kit,Comprehensive first aid kit for home and travel.,23171,62361,81858,56909,39.99
698,3379002852,USB Wall Charger,Multiple USB ports for charging devices simultaneously.,5672,27277,59868,39049,19.99
699,2468524187,Essential Oil Roller Bottles,Set of roller bottles for blending and applying essential oils.,7026,25260,66513,17752,19.99
700,6737579752,Pet Hair Vacuum Attachment,Special attachment for vacuum cleaners to remove pet hair easily.,15543,89877,11020,86346,14.99
701,4064350928,Educational STEM Kit,Hands-on experience with science and engineering projects.,27811,44713,25694,14934,35.99
702,1293639044,Buffalo Stilton Cheese,Spicy blue cheese with a hint of buffalo flavor.,27166,8062,18474,40902,8.99
703,2223792464,Cushion Covers,Set of decorative cushion covers for home decor.,12726,15614,119527,68226,35
704,4152727470,Sourdough Bread,Artisan-made sourdough bread with a tangy flavor.,26595,71583,103739,29745,4.99
705,6115398118,Fruit and Nut Bars,Individually packaged bars made with dried fruits and nuts.,18470,8285,75399,11866,1.99
706,8162908706,Smart Light Switch,Control lights remotely with this smart switch.,28388,53826,45323,14360,29.99
707,6814945061,Set of Silicone Cooking Utensils,Non-stick utensils for safe and easy cooking.,17262,46424,62359,72274,29.99
708,3365154744,Vegetable Chips,Crispy and crunchy snack made from assorted vegetables.,14754,23196,57635,1151,3.99
709,2486251200,Pet Nail Clipper,Safe and easy-to-use nail clippers for pets.,9339,79346,3301,57867,12.99
710,7626010949,Chickpeas,"Canned chickpeas, perfect for hummus or salads.",17532,35093,85965,92394,1.29
711,8662306152,Collapsible Folding Chair,Lightweight and portable chair for camping or events.,11970,31528,23248,15129,29.99
712,4996777834,Pressure Cooker,Instant pressure cooker with multiple cooking settings.,13583,83112,37634,34033,89
713,7301789939,Himalayan Salt Grinder,"Natural pink salt, perfect for seasoning.",17195,742,26277,31159,4.99
714,1600202020,Portable Pet Bathing Tool,Handheld sprayer designed for washing pets easily.,28173,43149,2508,38855,29.99
715,5234075648,Foam Muscle Roller,Relieve muscle tension and soreness with this foam roller.,20921,49887,11012,17954,24.99
716,0595988784,Wrap Front Midi Skirt,"Elegant midi skirt with a wrap design, great for both formal and casual events.",15857,34411,3641,67548,44.99
717,1532458754,Gardening Tools Set,Complete set of gardening tools for outdoor tasks.,10273,42323,20677,14815,45
718,2650533099,Rice Pudding,Creamy dessert made with rice and cinnamon.,3882,69554,41406,78992,2.29
719,4662736846,Wireless Gaming Mouse,Ergonomic mouse designed for gamers with high DPI.,26071,63394,30140,63589,39.99
720,4263591062,Portable Charger with Solar Panel,Eco-friendly charger with a built-in solar panel for outdoor use.,10257,50086,30497,22553,45.99
721,1453918507,Portable Air Compressor,Compact air compressor for inflating tires and sports equipment.,2472,33510,24772,92688,44.99
722,3491905125,Cinnamon Sugar Tortilla Chips,"Crispy chips with a sweet twist, perfect for dipping.",27009,37695,42175,18988,3.29
723,0901539015,Fitbit Activity Tracker,Advanced wristband that tracks daily activities and sleep.,23695,22928,12052,93709,99.99
724,9762954793,Kids' Art Supplies Kit,"Complete kit with crayons, markers, and paper for young artists.",20529,38549,56952,47018,29.99
725,6190371930,Blueberry Chia Jam,"Homemade jam made with blueberries and chia seeds, no added sugar.",9538,25078,45476,60059,4.99
726,6307278927,Electric Hot Pot,Compact electric pot for hot pot dining at home.,5705,52208,25863,76745,49.99
727,4294516275,Dried Apricots,"Sweet, chewy dried apricots, great for snacking or baking.",15176,39073,89598,11906,3.79
728,1645112659,Teriyaki Chicken Skewers,Grilled chicken skewers glazed with teriyaki sauce.,9484,44469,61293,58980,8.99
729,3712206372,Coconut Curry Chicken,"Tender chicken cooked in a rich coconut curry sauce, ready to heat and serve.",19147,129,51315,6205,9.99
730,5636521669,Smashed Avocado with Lime,"A creamy blend of avocados and lime juice, great for spreads or dips.",22208,54802,86730,66065,2.49
731,4948863637,Adjustable Height Standing Desk Converter,Convert your desk to a standing desk easily.,21703,27457,2345,80265,89.99
732,3295661723,Homestyle Chicken Noodle Soup,Classic chicken noodle soup with tender chicken and vegetables.,28686,17175,104089,57496,2.99
733,6124708396,Cinnamon Rolls,"Sweet and gooey cinnamon rolls, ready to bake.",24958,63312,80119,29320,4.49
734,9557752181,Oven Thermometer,High-precision oven thermometer for accurate cooking.,10598,24338,96635,96327,11.99
735,5006615591,Smartphone Hand Grip,Sturdy grip to hold your phone securely while taking selfies.,6129,78408,58445,3125,9.99
736,5003688903,Cotton Tote Bag Set,Reusable tote bags for shopping and eco-friendly living.,28250,86460,43417,38343,29.99
737,6042019902,Foldable Electric Scooter,Compact electric scooter for commuting and short trips.,18279,83865,56085,51236,349.99
738,8069172053,Veggie Lovers Pizza,Frozen pizza loaded with fresh vegetables and mozzarella cheese.,25760,42902,3044,47674,8.99
739,9012625297,Honey Sesame Cashews,Roasted cashews coated in honey and sesame seeds for a sweet treat.,14772,66377,101878,68135,4.49
740,2067878549,Spicy Thai Noodles,Instant noodles with a spicy Thai sauce for quick meals.,12497,37180,60099,34189,1.99
741,5827258008,Lemon Dill Salmon,"Salmon fillets seasoned with lemon and dill, perfect for grilling.",27729,11989,105085,82196,9.99
